id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,tempat_kejadian,jumlah_kekerasan,satuan,tahun
543,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAINNYA,8,KASUS,2021
544,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SEKOLAH,1,KASUS,2021
545,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,FASILITAS UMUM,0,KASUS,2021
546,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
547,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUMAH TANGGA,23,KASUS,2021
548,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TEMPAT KERJA,0,KASUS,2021
549,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAINNYA,2,KASUS,2021
550,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SEKOLAH,0,KASUS,2021
551,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,FASILITAS UMUM,1,KASUS,2021
552,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
553,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUMAH TANGGA,11,KASUS,2021
554,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TEMPAT KERJA,0,KASUS,2021
555,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAINNYA,7,KASUS,2021
556,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SEKOLAH,0,KASUS,2021
557,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,FASILITAS UMUM,3,KASUS,2021
558,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LEMBAGA PENDIDIKAN KILAT,1,KASUS,2021
559,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUMAH TANGGA,10,KASUS,2021
560,32,JAWA BARAT,3213,KABUPATEN SUBANG,TEMPAT KERJA,0,KASUS,2021
561,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAINNYA,1,KASUS,2021
562,32,JAWA BARAT,3213,KABUPATEN SUBANG,SEKOLAH,0,KASUS,2021
563,32,JAWA BARAT,3213,KABUPATEN SUBANG,FASILITAS UMUM,0,KASUS,2021
564,32,JAWA BARAT,3213,KABUPATEN SUBANG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
565,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUMAH TANGGA,7,KASUS,2021
566,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TEMPAT KERJA,0,KASUS,2021
567,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAINNYA,2,KASUS,2021
568,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SEKOLAH,3,KASUS,2021
569,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,FASILITAS UMUM,0,KASUS,2021
570,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
571,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH TANGGA,3,KASUS,2021
572,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TEMPAT KERJA,0,KASUS,2021
573,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAINNYA,4,KASUS,2021
574,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SEKOLAH,1,KASUS,2021
575,32,JAWA BARAT,3215,KABUPATEN KARAWANG,FASILITAS UMUM,1,KASUS,2021
576,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
577,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH TANGGA,80,KASUS,2021
578,32,JAWA BARAT,3216,KABUPATEN BEKASI,TEMPAT KERJA,0,KASUS,2021
579,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAINNYA,18,KASUS,2021
580,32,JAWA BARAT,3216,KABUPATEN BEKASI,SEKOLAH,6,KASUS,2021
581,32,JAWA BARAT,3216,KABUPATEN BEKASI,FASILITAS UMUM,14,KASUS,2021
582,32,JAWA BARAT,3216,KABUPATEN BEKASI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
583,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH TANGGA,12,KASUS,2021
584,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TEMPAT KERJA,0,KASUS,2021
585,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAINNYA,21,KASUS,2021
586,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SEKOLAH,3,KASUS,2021
587,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FASILITAS UMUM,0,KASUS,2021
588,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
589,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH TANGGA,13,KASUS,2021
590,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TEMPAT KERJA,0,KASUS,2021
591,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAINNYA,11,KASUS,2021
592,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SEKOLAH,0,KASUS,2021
593,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FASILITAS UMUM,2,KASUS,2021
594,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
595,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH TANGGA,7,KASUS,2021
596,32,JAWA BARAT,3271,KOTA BOGOR,TEMPAT KERJA,0,KASUS,2021
597,32,JAWA BARAT,3271,KOTA BOGOR,LAINNYA,8,KASUS,2021
598,32,JAWA BARAT,3271,KOTA BOGOR,SEKOLAH,1,KASUS,2021
599,32,JAWA BARAT,3271,KOTA BOGOR,FASILITAS UMUM,2,KASUS,2021
600,32,JAWA BARAT,3271,KOTA BOGOR,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
601,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH TANGGA,23,KASUS,2021
602,32,JAWA BARAT,3272,KOTA SUKABUMI,TEMPAT KERJA,0,KASUS,2021
603,32,JAWA BARAT,3272,KOTA SUKABUMI,LAINNYA,22,KASUS,2021
604,32,JAWA BARAT,3272,KOTA SUKABUMI,SEKOLAH,3,KASUS,2021
605,32,JAWA BARAT,3272,KOTA SUKABUMI,FASILITAS UMUM,13,KASUS,2021
606,32,JAWA BARAT,3272,KOTA SUKABUMI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
607,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH TANGGA,3,KASUS,2021
608,32,JAWA BARAT,3273,KOTA BANDUNG,TEMPAT KERJA,0,KASUS,2021
609,32,JAWA BARAT,3273,KOTA BANDUNG,LAINNYA,2,KASUS,2021
610,32,JAWA BARAT,3273,KOTA BANDUNG,SEKOLAH,0,KASUS,2021
611,32,JAWA BARAT,3273,KOTA BANDUNG,FASILITAS UMUM,0,KASUS,2021
612,32,JAWA BARAT,3273,KOTA BANDUNG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
613,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH TANGGA,9,KASUS,2021
614,32,JAWA BARAT,3274,KOTA CIREBON,TEMPAT KERJA,1,KASUS,2021
615,32,JAWA BARAT,3274,KOTA CIREBON,LAINNYA,75,KASUS,2021
616,32,JAWA BARAT,3274,KOTA CIREBON,SEKOLAH,0,KASUS,2021
617,32,JAWA BARAT,3274,KOTA CIREBON,FASILITAS UMUM,3,KASUS,2021
618,32,JAWA BARAT,3274,KOTA CIREBON,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
619,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH TANGGA,0,KASUS,2021
620,32,JAWA BARAT,3275,KOTA BEKASI,TEMPAT KERJA,0,KASUS,2021
621,32,JAWA BARAT,3275,KOTA BEKASI,LAINNYA,30,KASUS,2021
622,32,JAWA BARAT,3275,KOTA BEKASI,SEKOLAH,1,KASUS,2021
623,32,JAWA BARAT,3275,KOTA BEKASI,FASILITAS UMUM,4,KASUS,2021
624,32,JAWA BARAT,3275,KOTA BEKASI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
625,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH TANGGA,2,KASUS,2021
626,32,JAWA BARAT,3276,KOTA DEPOK,TEMPAT KERJA,0,KASUS,2021
627,32,JAWA BARAT,3276,KOTA DEPOK,LAINNYA,8,KASUS,2021
628,32,JAWA BARAT,3276,KOTA DEPOK,SEKOLAH,0,KASUS,2021
629,32,JAWA BARAT,3276,KOTA DEPOK,FASILITAS UMUM,3,KASUS,2021
630,32,JAWA BARAT,3276,KOTA DEPOK,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
631,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH TANGGA,5,KASUS,2021
632,32,JAWA BARAT,3277,KOTA CIMAHI,TEMPAT KERJA,0,KASUS,2021
633,32,JAWA BARAT,3277,KOTA CIMAHI,LAINNYA,2,KASUS,2021
634,32,JAWA BARAT,3277,KOTA CIMAHI,SEKOLAH,3,KASUS,2021
635,32,JAWA BARAT,3277,KOTA CIMAHI,FASILITAS UMUM,0,KASUS,2021
636,32,JAWA BARAT,3277,KOTA CIMAHI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
637,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH TANGGA,54,KASUS,2021
638,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TEMPAT KERJA,1,KASUS,2021
639,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAINNYA,49,KASUS,2021
640,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SEKOLAH,7,KASUS,2021
641,32,JAWA BARAT,3278,KOTA TASIKMALAYA,FASILITAS UMUM,15,KASUS,2021
642,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
643,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH TANGGA,0,KASUS,2021
644,32,JAWA BARAT,3279,KOTA BANJAR,TEMPAT KERJA,0,KASUS,2021
645,32,JAWA BARAT,3279,KOTA BANJAR,LAINNYA,15,KASUS,2021
646,32,JAWA BARAT,3279,KOTA BANJAR,SEKOLAH,0,KASUS,2021
647,32,JAWA BARAT,3279,KOTA BANJAR,FASILITAS UMUM,2,KASUS,2021
648,32,JAWA BARAT,3279,KOTA BANJAR,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2021
649,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUMAH TANGGA,15,KASUS,2022
650,32,JAWA BARAT,3201,KABUPATEN BOGOR,TEMPAT KERJA,0,KASUS,2022
651,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAINNYA,15,KASUS,2022
652,32,JAWA BARAT,3201,KABUPATEN BOGOR,SEKOLAH,2,KASUS,2022
653,32,JAWA BARAT,3201,KABUPATEN BOGOR,FASILITAS UMUM,1,KASUS,2022
654,32,JAWA BARAT,3201,KABUPATEN BOGOR,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
655,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,RUMAH TANGGA,34,KASUS,2022
656,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TEMPAT KERJA,27,KASUS,2022
657,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAINNYA,73,KASUS,2022
658,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SEKOLAH,1,KASUS,2022
659,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,FASILITAS UMUM,3,KASUS,2022
660,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
661,32,JAWA BARAT,3203,KABUPATEN CIANJUR,RUMAH TANGGA,29,KASUS,2022
662,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TEMPAT KERJA,1,KASUS,2022
663,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAINNYA,32,KASUS,2022
664,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SEKOLAH,2,KASUS,2022
665,32,JAWA BARAT,3203,KABUPATEN CIANJUR,FASILITAS UMUM,2,KASUS,2022
666,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
667,32,JAWA BARAT,3204,KABUPATEN BANDUNG,RUMAH TANGGA,81,KASUS,2022
668,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TEMPAT KERJA,0,KASUS,2022
669,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAINNYA,14,KASUS,2022
670,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SEKOLAH,3,KASUS,2022
671,32,JAWA BARAT,3204,KABUPATEN BANDUNG,FASILITAS UMUM,53,KASUS,2022
672,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
673,32,JAWA BARAT,3205,KABUPATEN GARUT,RUMAH TANGGA,2,KASUS,2022
674,32,JAWA BARAT,3205,KABUPATEN GARUT,TEMPAT KERJA,0,KASUS,2022
675,32,JAWA BARAT,3205,KABUPATEN GARUT,LAINNYA,0,KASUS,2022
676,32,JAWA BARAT,3205,KABUPATEN GARUT,SEKOLAH,0,KASUS,2022
677,32,JAWA BARAT,3205,KABUPATEN GARUT,FASILITAS UMUM,0,KASUS,2022
678,32,JAWA BARAT,3205,KABUPATEN GARUT,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
679,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,RUMAH TANGGA,71,KASUS,2022
680,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TEMPAT KERJA,0,KASUS,2022
681,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAINNYA,3,KASUS,2022
682,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SEKOLAH,2,KASUS,2022
683,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,FASILITAS UMUM,9,KASUS,2022
684,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LEMBAGA PENDIDIKAN KILAT,2,KASUS,2022
685,32,JAWA BARAT,3207,KABUPATEN CIAMIS,RUMAH TANGGA,7,KASUS,2022
686,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TEMPAT KERJA,0,KASUS,2022
687,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAINNYA,3,KASUS,2022
688,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SEKOLAH,0,KASUS,2022
689,32,JAWA BARAT,3207,KABUPATEN CIAMIS,FASILITAS UMUM,0,KASUS,2022
690,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
691,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,RUMAH TANGGA,12,KASUS,2022
692,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TEMPAT KERJA,0,KASUS,2022
693,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAINNYA,21,KASUS,2022
694,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SEKOLAH,1,KASUS,2022
695,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,FASILITAS UMUM,2,KASUS,2022
696,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LEMBAGA PENDIDIKAN KILAT,1,KASUS,2022
697,32,JAWA BARAT,3209,KABUPATEN CIREBON,RUMAH TANGGA,29,KASUS,2022
698,32,JAWA BARAT,3209,KABUPATEN CIREBON,TEMPAT KERJA,1,KASUS,2022
699,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAINNYA,5,KASUS,2022
700,32,JAWA BARAT,3209,KABUPATEN CIREBON,SEKOLAH,1,KASUS,2022
701,32,JAWA BARAT,3209,KABUPATEN CIREBON,FASILITAS UMUM,51,KASUS,2022
702,32,JAWA BARAT,3209,KABUPATEN CIREBON,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
703,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,RUMAH TANGGA,2,KASUS,2022
704,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TEMPAT KERJA,0,KASUS,2022
705,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAINNYA,2,KASUS,2022
706,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SEKOLAH,0,KASUS,2022
707,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,FASILITAS UMUM,0,KASUS,2022
708,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
709,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,RUMAH TANGGA,10,KASUS,2022
710,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TEMPAT KERJA,0,KASUS,2022
711,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAINNYA,7,KASUS,2022
712,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SEKOLAH,0,KASUS,2022
713,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,FASILITAS UMUM,2,KASUS,2022
714,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
715,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,RUMAH TANGGA,17,KASUS,2022
716,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TEMPAT KERJA,3,KASUS,2022
717,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAINNYA,14,KASUS,2022
718,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SEKOLAH,0,KASUS,2022
719,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,FASILITAS UMUM,1,KASUS,2022
720,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
721,32,JAWA BARAT,3213,KABUPATEN SUBANG,RUMAH TANGGA,7,KASUS,2022
722,32,JAWA BARAT,3213,KABUPATEN SUBANG,TEMPAT KERJA,0,KASUS,2022
723,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAINNYA,5,KASUS,2022
724,32,JAWA BARAT,3213,KABUPATEN SUBANG,SEKOLAH,0,KASUS,2022
725,32,JAWA BARAT,3213,KABUPATEN SUBANG,FASILITAS UMUM,0,KASUS,2022
726,32,JAWA BARAT,3213,KABUPATEN SUBANG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
727,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,RUMAH TANGGA,39,KASUS,2022
728,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TEMPAT KERJA,4,KASUS,2022
729,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAINNYA,4,KASUS,2022
730,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SEKOLAH,3,KASUS,2022
731,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,FASILITAS UMUM,3,KASUS,2022
732,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
733,32,JAWA BARAT,3215,KABUPATEN KARAWANG,RUMAH TANGGA,49,KASUS,2022
734,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TEMPAT KERJA,1,KASUS,2022
735,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAINNYA,56,KASUS,2022
736,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SEKOLAH,4,KASUS,2022
737,32,JAWA BARAT,3215,KABUPATEN KARAWANG,FASILITAS UMUM,1,KASUS,2022
738,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
739,32,JAWA BARAT,3216,KABUPATEN BEKASI,RUMAH TANGGA,150,KASUS,2022
740,32,JAWA BARAT,3216,KABUPATEN BEKASI,TEMPAT KERJA,1,KASUS,2022
741,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAINNYA,11,KASUS,2022
742,32,JAWA BARAT,3216,KABUPATEN BEKASI,SEKOLAH,5,KASUS,2022
743,32,JAWA BARAT,3216,KABUPATEN BEKASI,FASILITAS UMUM,8,KASUS,2022
744,32,JAWA BARAT,3216,KABUPATEN BEKASI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
745,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,RUMAH TANGGA,38,KASUS,2022
746,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TEMPAT KERJA,1,KASUS,2022
747,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAINNYA,4,KASUS,2022
748,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SEKOLAH,0,KASUS,2022
749,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,FASILITAS UMUM,1,KASUS,2022
750,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
751,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,RUMAH TANGGA,8,KASUS,2022
752,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TEMPAT KERJA,0,KASUS,2022
753,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAINNYA,12,KASUS,2022
754,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SEKOLAH,0,KASUS,2022
755,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,FASILITAS UMUM,1,KASUS,2022
756,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
757,32,JAWA BARAT,3271,KOTA BOGOR,RUMAH TANGGA,68,KASUS,2022
758,32,JAWA BARAT,3271,KOTA BOGOR,TEMPAT KERJA,0,KASUS,2022
759,32,JAWA BARAT,3271,KOTA BOGOR,LAINNYA,29,KASUS,2022
760,32,JAWA BARAT,3271,KOTA BOGOR,SEKOLAH,4,KASUS,2022
761,32,JAWA BARAT,3271,KOTA BOGOR,FASILITAS UMUM,8,KASUS,2022
762,32,JAWA BARAT,3271,KOTA BOGOR,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
763,32,JAWA BARAT,3272,KOTA SUKABUMI,RUMAH TANGGA,27,KASUS,2022
764,32,JAWA BARAT,3272,KOTA SUKABUMI,TEMPAT KERJA,1,KASUS,2022
765,32,JAWA BARAT,3272,KOTA SUKABUMI,LAINNYA,6,KASUS,2022
766,32,JAWA BARAT,3272,KOTA SUKABUMI,SEKOLAH,8,KASUS,2022
767,32,JAWA BARAT,3272,KOTA SUKABUMI,FASILITAS UMUM,0,KASUS,2022
768,32,JAWA BARAT,3272,KOTA SUKABUMI,LEMBAGA PENDIDIKAN KILAT,1,KASUS,2022
769,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH TANGGA,227,KASUS,2022
770,32,JAWA BARAT,3273,KOTA BANDUNG,TEMPAT KERJA,6,KASUS,2022
771,32,JAWA BARAT,3273,KOTA BANDUNG,LAINNYA,116,KASUS,2022
772,32,JAWA BARAT,3273,KOTA BANDUNG,SEKOLAH,13,KASUS,2022
773,32,JAWA BARAT,3273,KOTA BANDUNG,FASILITAS UMUM,27,KASUS,2022
774,32,JAWA BARAT,3273,KOTA BANDUNG,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
775,32,JAWA BARAT,3274,KOTA CIREBON,RUMAH TANGGA,2,KASUS,2022
776,32,JAWA BARAT,3274,KOTA CIREBON,TEMPAT KERJA,0,KASUS,2022
777,32,JAWA BARAT,3274,KOTA CIREBON,LAINNYA,0,KASUS,2022
778,32,JAWA BARAT,3274,KOTA CIREBON,SEKOLAH,0,KASUS,2022
779,32,JAWA BARAT,3274,KOTA CIREBON,FASILITAS UMUM,0,KASUS,2022
780,32,JAWA BARAT,3274,KOTA CIREBON,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
781,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH TANGGA,3,KASUS,2022
782,32,JAWA BARAT,3275,KOTA BEKASI,TEMPAT KERJA,0,KASUS,2022
783,32,JAWA BARAT,3275,KOTA BEKASI,LAINNYA,1,KASUS,2022
784,32,JAWA BARAT,3275,KOTA BEKASI,SEKOLAH,0,KASUS,2022
785,32,JAWA BARAT,3275,KOTA BEKASI,FASILITAS UMUM,1,KASUS,2022
786,32,JAWA BARAT,3275,KOTA BEKASI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
787,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH TANGGA,147,KASUS,2022
788,32,JAWA BARAT,3276,KOTA DEPOK,TEMPAT KERJA,5,KASUS,2022
789,32,JAWA BARAT,3276,KOTA DEPOK,LAINNYA,76,KASUS,2022
790,32,JAWA BARAT,3276,KOTA DEPOK,SEKOLAH,10,KASUS,2022
791,32,JAWA BARAT,3276,KOTA DEPOK,FASILITAS UMUM,2,KASUS,2022
792,32,JAWA BARAT,3276,KOTA DEPOK,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
793,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH TANGGA,25,KASUS,2022
794,32,JAWA BARAT,3277,KOTA CIMAHI,TEMPAT KERJA,0,KASUS,2022
795,32,JAWA BARAT,3277,KOTA CIMAHI,LAINNYA,8,KASUS,2022
796,32,JAWA BARAT,3277,KOTA CIMAHI,SEKOLAH,3,KASUS,2022
797,32,JAWA BARAT,3277,KOTA CIMAHI,FASILITAS UMUM,1,KASUS,2022
798,32,JAWA BARAT,3277,KOTA CIMAHI,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
799,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH TANGGA,3,KASUS,2022
800,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TEMPAT KERJA,0,KASUS,2022
801,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAINNYA,1,KASUS,2022
802,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SEKOLAH,2,KASUS,2022
803,32,JAWA BARAT,3278,KOTA TASIKMALAYA,FASILITAS UMUM,2,KASUS,2022
804,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
805,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH TANGGA,1,KASUS,2022
806,32,JAWA BARAT,3279,KOTA BANJAR,TEMPAT KERJA,0,KASUS,2022
807,32,JAWA BARAT,3279,KOTA BANJAR,LAINNYA,0,KASUS,2022
808,32,JAWA BARAT,3279,KOTA BANJAR,SEKOLAH,0,KASUS,2022
809,32,JAWA BARAT,3279,KOTA BANJAR,FASILITAS UMUM,0,KASUS,2022
810,32,JAWA BARAT,3279,KOTA BANJAR,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2022
811,32,JAWA BARAT,3201,KABUPATEN BOGOR,RUMAH TANGGA,28,KASUS,2023
812,32,JAWA BARAT,3201,KABUPATEN BOGOR,TEMPAT KERJA,0,KASUS,2023
813,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAINNYA,37,KASUS,2023
814,32,JAWA BARAT,3201,KABUPATEN BOGOR,SEKOLAH,6,KASUS,2023
815,32,JAWA BARAT,3201,KABUPATEN BOGOR,FASILITAS UMUM,1,KASUS,2023
816,32,JAWA BARAT,3201,KABUPATEN BOGOR,LEMBAGA PENDIDIKAN KILAT,0,KASUS,2023
